C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_33_127.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_33_127.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_33_127.jpg, -0.3280848, 1, 0, 6.422824
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_33_232.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_33_232.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_33_232.jpg, -0.01260419, 1, 0, 7.564211
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_33_340.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_33_340.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_33_340.jpg, 0, 1, 0, 8.692523
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_33_444.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_33_444.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_33_444.jpg, 0, 1, 0, 10.03531
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_33_552.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_33_552.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_33_552.jpg, -0.1493463, 1, 0, 11.1368
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_33_653.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_33_653.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_33_653.jpg, -0.4265241, 1, 0, 12.0072
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_33_755.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_33_755.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_33_755.jpg, -0.5567156, 1, 0, 13.24976
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_33_864.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_33_864.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_33_864.jpg, -0.2286143, 1, 0, 14.49271
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_33_966.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_33_966.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_33_966.jpg, 0, 1, 0, 15.44195
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_34_072.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_34_072.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_34_072.jpg, 0.0335415, 1, 0, 16.56562
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_34_182.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_34_182.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_34_182.jpg, 0.3166392, 1, 0, 17.5212
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_34_293.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_34_293.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_34_293.jpg, 0.3747261, 1, 0, 18.638
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_34_398.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_34_398.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_34_398.jpg, -0.0285399, 1, 0, 19.67625
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_34_500.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_34_500.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_34_500.jpg, -0.3427743, 1, 0, 20.52606
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_34_606.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_34_606.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_34_606.jpg, -0.6890432, 1, 0, 21.45038
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_34_710.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_34_710.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_34_710.jpg, -0.9996614, 1, 0, 22.06018
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_34_811.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_34_811.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_34_811.jpg, -0.7715546, 1, 0, 22.83094
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_34_913.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_34_913.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_34_913.jpg, -0.4639903, 1, 0, 23.85706
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_017.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_017.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_017.jpg, 0.2069166, 1, 0, 24.65482
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_118.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_118.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_118.jpg, 0.5426454, 1, 0, 25.32623
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_221.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_221.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_221.jpg, 0.2721387, 1, 0, 26.11459
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_329.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_329.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_329.jpg, -0.043959, 1, 0, 27.24012
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_432.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_432.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_432.jpg, -0.3541482, 1, 0, 28.06572
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_537.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_537.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_537.jpg, -0.4323672, 1, 0, 28.78465
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_647.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_647.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_647.jpg, -0.06729388, 1, 0, 29.88223
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_756.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_756.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_756.jpg, 0, 1, 0, 30.18977
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_862.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_862.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_862.jpg, -0.1918617, 1, 0, 30.18407
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_35_970.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_35_970.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_35_970.jpg, 0, 1, 0, 30.19006
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_36_072.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_36_072.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_36_072.jpg, 0, 1, 0, 30.1903
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_36_180.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_36_180.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_36_180.jpg, 0.1811001, 1, 0, 30.18105
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_36_291.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_36_291.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_36_291.jpg, 0.3157506, 1, 0, 30.17824
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_36_400.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_36_400.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_36_400.jpg, 0.029367, 1, 0, 30.18875
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_36_500.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_36_500.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_36_500.jpg, -0.2655924, 1, 0, 30.16353
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_36_609.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_36_609.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_36_609.jpg, -0.6282278, 1, 0, 30.11848
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_36_711.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_36_711.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_36_711.jpg, -0.4589051, 1, 0, 30.18043
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_36_815.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_36_815.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_36_815.jpg, -0.1762898, 1, 0, 30.19544
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_36_926.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_36_926.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_36_926.jpg, 0, 1, 0, 30.18781
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_033.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_033.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_033.jpg, 0, 1, 0, 30.19018
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_136.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_136.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_136.jpg, 0, 1, 0, 30.19022
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_245.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_245.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_245.jpg, -0.1686444, 1, 0, 30.18238
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_349.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_349.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_349.jpg, -0.2071911, 1, 0, 30.18603
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_451.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_451.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_451.jpg, 0, 1, 0, 30.18893
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_553.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_553.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_553.jpg, 0, 1, 0, 30.19018
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_660.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_660.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_660.jpg, 0, 1, 0, 30.19027
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_766.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_766.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_766.jpg, 0.2475309, 1, 0, 30.17429
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_875.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_875.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_875.jpg, 0.1706448, 1, 0, 30.18899
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_37_985.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_37_985.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_37_985.jpg, -0.1283652, 1, 0, 30.1811
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_38_089.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_38_089.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_38_089.jpg, -0.4392777, 1, 0, 30.1431
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_38_199.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_38_199.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_38_199.jpg, -0.7365537, 1, 0, 30.11036
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_38_299.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_38_299.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_38_299.jpg, -0.504853, 1, 0, 30.18304
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_38_410.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_38_410.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_38_410.jpg, -0.1372303, 1, 0, 30.19273
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_38_522.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_38_522.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_38_522.jpg, 0, 1, 0, 30.18789
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_38_631.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_38_631.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_38_631.jpg, 0.1692621, 1, 0, 30.17815
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_38_745.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_38_745.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_38_745.jpg, 0.511398, 1, 0, 30.13881
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_38_856.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_38_856.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_38_856.jpg, 0.1782927, 1, 0, 30.19177
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_38_965.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_38_965.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_38_965.jpg, 0, 1, 0, 30.1882
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_39_078.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_39_078.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_39_078.jpg, 0, 1, 0, 30.1901
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_39_186.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_39_186.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_39_186.jpg, -0.3646023, 1, 0, 30.1581
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_39_297.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_39_297.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_39_297.jpg, -0.6039225, 1, 0, 30.13112
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_39_421.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_39_421.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_39_421.jpg, -0.2336151, 1, 0, 30.19535
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_39_524.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_39_524.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_39_524.jpg, 0.0446433, 1, 0, 30.18362
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_39_637.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_39_637.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_39_637.jpg, 0.3802164, 1, 0, 30.14363
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_39_749.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_39_749.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_39_749.jpg, 0.04220669, 1, 0, 30.19009
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_39_861.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_39_861.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_39_861.jpg, 0, 1, 0, 30.18973
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_39_972.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_39_972.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_39_972.jpg, 0, 1, 0, 30.19025
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_40_079.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_40_079.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_40_079.jpg, 0, 1, 0, 30.19027
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_40_193.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_40_193.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_40_193.jpg, 0, 1, 0, 30.19032
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_40_294.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_40_294.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_40_294.jpg, 0, 1, 0, 30.19029
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_40_402.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_40_402.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_40_402.jpg, 0, 1, 0, 30.1903
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_40_512.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_40_512.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_40_512.jpg, -0.374703, 1, 0, 30.1591
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_40_618.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_40_618.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_40_618.jpg, -0.05394239, 1, 0, 30.19076
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_40_731.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_40_731.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_40_731.jpg, 0, 1, 0, 30.18986
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_40_834.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_40_834.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_40_834.jpg, 0, 1, 0, 30.19025
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_40_946.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_40_946.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_40_946.jpg, 0.1276134, 1, 0, 30.18595
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_41_058.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_41_058.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_41_058.jpg, 0.4624797, 1, 0, 30.14511
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_41_169.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_41_169.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_41_169.jpg, 0.1288782, 1, 0, 30.19214
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_41_278.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_41_278.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_41_278.jpg, -0.1073736, 1, 0, 30.18059
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_41_390.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_41_390.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_41_390.jpg, -0.4409679, 1, 0, 30.14457
C:\Users\91846\Downloads\Training\IMG\center_2022_12_28_19_44_41_492.jpg, C:\Users\91846\Downloads\Training\IMG\left_2022_12_28_19_44_41_492.jpg, C:\Users\91846\Downloads\Training\IMG\right_2022_12_28_19_44_41_492.jpg, -0.7495218, 1, 0, 30.10961
